"URL","Route source","Page type","Indexability","HTTP expectation","HTML Title","HTML Title Length","OG Title","Meta Description","Meta Description Length","OG Description","H1","H1 Count","Robots","Canonical","Canonical Status","Word count","Internal links in","Internal links out","Global navigation links in","Footer links in","Related component links in","Contextual body links in","Structured data types","Sitemap inclusion","Primary Cluster","Parent Hub","Conversion Role","Similarity Group","Manual Review Reason","Primary intent","Funnel Stage","Thin-content risk","Doorway-page risk","Recommended action"
"/404","src/pages/404.astro","Utility/error page","noindex","404","ไม่พบหน้า | WINNER IT","21","ไม่พบหน้า | WINNER IT","ไม่พบหน้าเว็บที่คุณต้องการ สามารถกลับหน้าแรกหรือติดต่อ LINE @buyhub ได้","71","ไม่พบหน้าเว็บที่คุณต้องการ สามารถกลับหน้าแรกหรือติดต่อ LINE @buyhub ได้","ไม่พบหน้านี้","1","noindex, nofollow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/404","self-referencing","28","0","21","0","0","0","0","","no","UTILITY","/","Error recovery / support","UTILITY:Utility/error page","","Navigation / error recovery","Support","low","low","retain noindex; exclude from sitemap"
"/รับซื้อ-apple-watch-โคราช","src/content/services/รับซื้อ-apple-watch-โคราช.md","Product category","indexable","200","รับซื้อ Apple Watch โคราช | ประเมินผ่าน LINE นัดรับตามสะดวก | WINNER IT","71","รับซื้อ Apple Watch โคราช | ประเมินผ่าน LINE นัดรับตามสะดวก | WINNER IT","รับซื้อ Apple Watch มือสองในโคราช ตรวจสภาพจอ แบตเตอรี่ และ Activation Lock ก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","110","รับซื้อ Apple Watch มือสองในโคราช ตรวจสภาพจอ แบตเตอรี่ และ Activation Lock ก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","รับซื้อ Apple Watch โคราช ประเมินผ่าน LINE นัดรับตามสะดวก","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อ-apple-watch-โคราช","self-referencing","1988","1","25","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","MOBILE-APPLE","/รับซื้อโทรศัพท์มือถือ-โคราช","Primary LINE/phone conversion","MOBILE-APPLE:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อ-cpu-โคราช","src/content/services/รับซื้อ-cpu-โคราช.md","Product category","indexable","200","รับซื้อ CPU โคราช ประเมินซีพียู Intel และ AMD มือสอง | WINNER IT","64","รับซื้อ CPU โคราช ประเมินซีพียู Intel และ AMD มือสอง | WINNER IT","รับซื้อ CPU มือสองในโคราช ตรวจสภาพขา pins ประวัติใช้งานและกล่อง ประเมินเบื้องต้นผ่าน LINE @buyhub โดย WINNER IT","111","รับซื้อ CPU มือสองในโคราช ตรวจสภาพขา pins ประวัติใช้งานและกล่อง ประเมินเบื้องต้นผ่าน LINE @buyhub โดย WINNER IT","รับซื้อ CPU โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อ-cpu-โคราช","self-referencing","1807","1","21","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","COMPUTER","/รับซื้อคอมพิวเตอร์-โคราช","Primary LINE/phone conversion","COMPUTER:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อ-imac-mac-mini-โคราช","src/content/services/รับซื้อ-imac-mac-mini-โคราช.md","Product category","indexable","200","รับซื้อ iMac และ Mac mini โคราช | ประเมินผ่าน LINE | WINNER IT","62","รับซื้อ iMac และ Mac mini โคราช | ประเมินผ่าน LINE | WINNER IT","รับซื้อ iMac และ Mac mini มือสองในโคราช ตรวจสเปก สภาพจอ และ Apple ID ก่อนสรุปราคา เริ่มผ่าน LINE @buyhub นัดรับตามสะดวก","119","รับซื้อ iMac และ Mac mini มือสองในโคราช ตรวจสเปก สภาพจอ และ Apple ID ก่อนสรุปราคา เริ่มผ่าน LINE @buyhub นัดรับตามสะดวก","รับซื้อ iMac และ Mac mini โคราช ประเมินผ่าน LINE","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อ-imac-mac-mini-โคราช","self-referencing","2034","2","26","0","0","1","2","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","MOBILE-APPLE","/รับซื้อโทรศัพท์มือถือ-โคราช","Primary LINE/phone conversion","MOBILE-APPLE:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อ-ipad-โคราช","src/content/services/รับซื้อ-ipad-โคราช.md","Product category","indexable","200","รับซื้อ iPad โคราช | ประเมินผ่าน LINE นัดรับตามสะดวก | WINNER IT","64","รับซื้อ iPad โคราช | ประเมินผ่าน LINE นัดรับตามสะดวก | WINNER IT","รับซื้อ iPad มือสองในโคราช ทุกรุ่นที่ใช้งานได้ ตรวจ iCloud สภาพจอ และอุปกรณ์ก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","111","รับซื้อ iPad มือสองในโคราช ทุกรุ่นที่ใช้งานได้ ตรวจ iCloud สภาพจอ และอุปกรณ์ก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","รับซื้อ iPad โคราช ประเมินผ่าน LINE นัดรับตามสะดวก","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อ-ipad-โคราช","self-referencing","2188","4","25","0","0","4","3","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","MOBILE-APPLE","/รับซื้อโทรศัพท์มือถือ-โคราช","Primary LINE/phone conversion","MOBILE-APPLE:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อ-iphone-โคราช","src/content/services/รับซื้อ-iphone-โคราช.md","Product category","indexable","200","รับซื้อ iPhone โคราช | ประเมินผ่าน LINE นัดรับตามสะดวก | WINNER IT","66","รับซื้อ iPhone โคราช | ประเมินผ่าน LINE นัดรับตามสะดวก | WINNER IT","รับซื้อ iPhone มือสองในโคราช ประเมินราคาเบื้องต้นผ่าน LINE @buyhub ตรวจสภาพจริงก่อนทำรายการ นัดรับตามคิวในนครราชสีมา","116","รับซื้อ iPhone มือสองในโคราช ประเมินราคาเบื้องต้นผ่าน LINE @buyhub ตรวจสภาพจริงก่อนทำรายการ นัดรับตามคิวในนครราชสีมา","รับซื้อ iPhone โคราช ประเมินผ่าน LINE นัดรับตามสะดวก","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อ-iphone-โคราช","self-referencing","2242","88","27","0","0","14","8","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","MOBILE-APPLE","/รับซื้อโทรศัพท์มือถือ-โคราช","Primary LINE/phone conversion","MOBILE-APPLE:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อ-macbook-โคราช","src/content/services/รับซื้อ-macbook-โคราช.md","Product category","indexable","200","รับซื้อ MacBook โคราช | ประเมินผ่าน LINE นัดรับตามสะดวก | WINNER IT","67","รับซื้อ MacBook โคราช | ประเมินผ่าน LINE นัดรับตามสะดวก | WINNER IT","รับซื้อ MacBook มือสองในโคราช ทุกรุ่น Air และ Pro ตรวจสเปก แบตเตอรี่ และ iCloud ก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","115","รับซื้อ MacBook มือสองในโคราช ทุกรุ่น Air และ Pro ตรวจสเปก แบตเตอรี่ และ iCloud ก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","รับซื้อ MacBook โคราช ประเมินผ่าน LINE นัดรับตามสะดวก","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อ-macbook-โคราช","self-referencing","2157","4","26","0","0","2","4","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","MOBILE-APPLE","/รับซื้อโทรศัพท์มือถือ-โคราช","Primary LINE/phone conversion","MOBILE-APPLE:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อ-nintendo-switch-โคราช","src/content/services/รับซื้อ-nintendo-switch-โคราช.md","Product category","indexable","200","รับซื้อ Nintendo Switch โคราช ประเมินเครื่องเกมมือสอง | WINNER IT","65","รับซื้อ Nintendo Switch โคราช ประเมินเครื่องเกมมือสอง | WINNER IT","รับซื้อ Nintendo Switch OLED มือสองในโคราช ตรวจจอ Joy-Con drift ประเมินผ่าน LINE @buyhub","88","รับซื้อ Nintendo Switch OLED มือสองในโคราช ตรวจจอ Joy-Con drift ประเมินผ่าน LINE @buyhub","รับซื้อ Nintendo Switch โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อ-nintendo-switch-โคราช","self-referencing","1813","1","21","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","GAMING","/รับซื้อเครื่องเกม-โคราช","Primary LINE/phone conversion","GAMING:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อ-playstation-โคราช","src/content/services/รับซื้อ-playstation-โคราช.md","Product category","indexable","200","รับซื้อ PlayStation โคราช PS5 PS4 มือสอง | WINNER IT","52","รับซื้อ PlayStation โคราช PS5 PS4 มือสอง | WINNER IT","WINNER IT รับซื้อ PlayStation ในโคราช ตรวจเครื่อง จอย แผ่นเกม ประเมินผ่าน LINE @buyhub","86","WINNER IT รับซื้อ PlayStation ในโคราช ตรวจเครื่อง จอย แผ่นเกม ประเมินผ่าน LINE @buyhub","รับซื้อ PlayStation โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อ-playstation-โคราช","self-referencing","1853","1","21","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","GAMING","/รับซื้อเครื่องเกม-โคราช","Primary LINE/phone conversion","GAMING:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อ-server-network-โคราช","src/content/services/รับซื้อ-server-network-โคราช.md","Product category","indexable","200","รับซื้อ Server Network โคราช อุปกรณ์เครือข่ายมือสอง | WINNER IT","63","รับซื้อ Server Network โคราช อุปกรณ์เครือข่ายมือสอง | WINNER IT","WINNER IT รับซื้อ server switch router firewall ในโคราช ประเมินยกชุดหรือรายชิ้น ผ่าน LINE @buyhub","97","WINNER IT รับซื้อ server switch router firewall ในโคราช ประเมินยกชุดหรือรายชิ้น ผ่าน LINE @buyhub","รับซื้อ Server Network โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อ-server-network-โคราช","self-referencing","1814","1","21","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","COMPUTER","/รับซื้อคอมพิวเตอร์-โคราช","Primary LINE/phone conversion","COMPUTER:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อ-ssd-hdd-โคราช","src/content/services/รับซื้อ-ssd-hdd-โคราช.md","Product category","indexable","200","รับซื้อ SSD HDD โคราช ฮาร์ดดิสก์และ SSD มือสอง | WINNER IT","58","รับซื้อ SSD HDD โคราช ฮาร์ดดิสก์และ SSD มือสอง | WINNER IT","รับซื้อ SSD NVMe SATA และ HDD ในโคราช ตรวจสุขภาพดิสก์ SMART ความจุ ประเมินผ่าน LINE @buyhub","91","รับซื้อ SSD NVMe SATA และ HDD ในโคราช ตรวจสุขภาพดิสก์ SMART ความจุ ประเมินผ่าน LINE @buyhub","รับซื้อ SSD HDD โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อ-ssd-hdd-โคราช","self-referencing","1840","1","21","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","COMPUTER","/รับซื้อคอมพิวเตอร์-โคราช","Primary LINE/phone conversion","COMPUTER:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อกล้อง-โคราช","src/content/services/รับซื้อกล้อง-โคราช.md","Product category","indexable","200","รับซื้อกล้อง โคราช กล้อง DSLR Mirrorless มือสอง | WINNER IT","59","รับซื้อกล้อง โคราช กล้อง DSLR Mirrorless มือสอง | WINNER IT","WINNER IT รับซื้อกล้องในโคราช ตรวจ shutter count เซนเซอร์ mount ปุ่ม จอ viewfinder แบตเตอรี่ ประเมินผ่าน LINE @buyhub","117","WINNER IT รับซื้อกล้องในโคราช ตรวจ shutter count เซนเซอร์ mount ปุ่ม จอ viewfinder แบตเตอรี่ ประเมินผ่าน LINE @buyhub","รับซื้อกล้อง โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อกล้อง-โคราช","self-referencing","1834","88","21","0","0","3","3","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","CAMERA","/รับซื้อกล้อง-โคราช","Primary LINE/phone conversion","CAMERA:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อการ์ดจอ-โคราช","src/content/services/รับซื้อการ์ดจอ-โคราช.md","Product category","indexable","200","รับซื้อการ์ดจอ โคราช ประเมิน GPU มือสองอย่างเป็นระบบ | WINNER IT","64","รับซื้อการ์ดจอ โคราช ประเมิน GPU มือสองอย่างเป็นระบบ | WINNER IT","WINNER IT รับซื้อการ์ดจอ NVIDIA และ AMD ในโคราช ตรวจ VRAM สภาพพัดลม ประวัติใช้งานและกล่อง ประเมินเบื้องต้นผ่าน LINE @buyhub","123","WINNER IT รับซื้อการ์ดจอ NVIDIA และ AMD ในโคราช ตรวจ VRAM สภาพพัดลม ประวัติใช้งานและกล่อง ประเมินเบื้องต้นผ่าน LINE @buyhub","รับซื้อการ์ดจอ โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อการ์ดจอ-โคราช","self-referencing","1830","88","21","0","0","1","9","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","COMPUTER","/รับซื้อคอมพิวเตอร์-โคราช","Primary LINE/phone conversion","COMPUTER:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อคอมตั้งโต๊ะ-โคราช","src/content/services/รับซื้อคอมตั้งโต๊ะ-โคราช.md","Product category","indexable","200","รับซื้อคอมตั้งโต๊ะ โคราช | Dell HP Lenovo ประเมินผ่าน LINE | WINNER IT","70","รับซื้อคอมตั้งโต๊ะ โคราช | Dell HP Lenovo ประเมินผ่าน LINE | WINNER IT","รับซื้อคอมตั้งโต๊ะมือสองในโคราช Dell HP Lenovo ตรวจสเปก สภาพเครื่อง และข้อมูลส่วนตัวก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","119","รับซื้อคอมตั้งโต๊ะมือสองในโคราช Dell HP Lenovo ตรวจสเปก สภาพเครื่อง และข้อมูลส่วนตัวก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","รับซื้อคอมตั้งโต๊ะ โคราช ประเมินผ่าน LINE","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อคอมตั้งโต๊ะ-โคราช","self-referencing","1888","7","26","0","0","7","2","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","COMPUTER","/รับซื้อคอมพิวเตอร์-โคราช","Primary LINE/phone conversion","COMPUTER:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อคอมบริษัท-โคราช","src/content/services/รับซื้อคอมบริษัท-โคราช.md","B2B/bulk","indexable","200","รับซื้อคอมบริษัท โคราช รับซื้อ IT Asset องค์กร | WINNER IT","58","รับซื้อคอมบริษัท โคราช รับซื้อ IT Asset องค์กร | WINNER IT","WINNER IT รับซื้อคอมบริษัทในโคราช รายการ serial ลบข้อมูล เอกสาร นัดรับและขนส่ง ผ่าน LINE @buyhub","96","WINNER IT รับซื้อคอมบริษัทในโคราช รายการ serial ลบข้อมูล เอกสาร นัดรับและขนส่ง ผ่าน LINE @buyhub","รับซื้อคอมบริษัท โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อคอมบริษัท-โคราช","self-referencing","1837","1","21","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","B2B","/รับซื้อสินค้าไอทียกล็อต","Primary LINE/phone conversion","B2B:B2B/bulk","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อคอมประกอบ-โคราช","src/content/services/รับซื้อคอมประกอบ-โคราช.md","Product category","indexable","200","รับซื้อคอมประกอบ โคราช | ตรวจสเปกจริง ประเมินผ่าน LINE | WINNER IT","66","รับซื้อคอมประกอบ โคราช | ตรวจสเปกจริง ประเมินผ่าน LINE | WINNER IT","รับซื้อคอมประกอบมือสองในโคราช ตรวจสเปกทุกชิ้นส่วน CPU RAM การ์ดจอ SSD ก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","105","รับซื้อคอมประกอบมือสองในโคราช ตรวจสเปกทุกชิ้นส่วน CPU RAM การ์ดจอ SSD ก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","รับซื้อคอมประกอบ โคราช ตรวจสเปกจริง ประเมินผ่าน LINE","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อคอมประกอบ-โคราช","self-referencing","1870","4","25","0","0","0","3","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","COMPUTER","/รับซื้อคอมพิวเตอร์-โคราช","Primary LINE/phone conversion","COMPUTER:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อคอมพิวเตอร์-โคราช","src/content/services/รับซื้อคอมพิวเตอร์-โคราช.md","Product category","indexable","200","รับซื้อคอมพิวเตอร์ โคราช | ตั้งโต๊ะ ประกอบ เกมมิ่ง | WINNER IT","62","รับซื้อคอมพิวเตอร์ โคราช | ตั้งโต๊ะ ประกอบ เกมมิ่ง | WINNER IT","รับซื้อคอมพิวเตอร์มือสองในโคราช ตั้งโต๊ะ ประกอบ เกมมิ่ง เวิร์กสเตชัน ตรวจสเปกจริงก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","116","รับซื้อคอมพิวเตอร์มือสองในโคราช ตั้งโต๊ะ ประกอบ เกมมิ่ง เวิร์กสเตชัน ตรวจสเปกจริงก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","รับซื้อคอมพิวเตอร์ โคราช ประเมินผ่าน LINE นัดรับตามสะดวก","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อคอมพิวเตอร์-โคราช","self-referencing","1900","88","28","0","0","17","10","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","COMPUTER","/รับซื้อคอมพิวเตอร์-โคราช","Primary LINE/phone conversion","COMPUTER:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อคอมเกมมิ่ง-โคราช","src/content/services/รับซื้อคอมเกมมิ่ง-โคราช.md","Product category","indexable","200","รับซื้อคอมเกมมิ่ง โคราช | ตรวจการ์ดจอ ประเมินผ่าน LINE | WINNER IT","66","รับซื้อคอมเกมมิ่ง โคราช | ตรวจการ์ดจอ ประเมินผ่าน LINE | WINNER IT","รับซื้อคอมเกมมิ่งมือสองในโคราช ตรวจการ์ดจอ สเปก และระบบระบายความร้อนก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","103","รับซื้อคอมเกมมิ่งมือสองในโคราช ตรวจการ์ดจอ สเปก และระบบระบายความร้อนก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","รับซื้อคอมเกมมิ่ง โคราช ตรวจการ์ดจอ ประเมินผ่าน LINE","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อคอมเกมมิ่ง-โคราช","self-referencing","1910","4","26","0","0","0","3","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","COMPUTER","/รับซื้อคอมพิวเตอร์-โคราช","Primary LINE/phone conversion","COMPUTER:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อคอมเก่า-โคราช","src/content/services/รับซื้อคอมเก่า-โคราช.md","Product category","indexable","200","รับซื้อคอมเก่า โคราช คอมตั้งโต๊ะรุ่นเก่า | WINNER IT","52","รับซื้อคอมเก่า โคราช คอมตั้งโต๊ะรุ่นเก่า | WINNER IT","WINNER IT รับซื้อคอมเก่าในโคราช คอมรุ่นเก่า อ upgrade แล้ว ประเมินผ่าน LINE @buyhub","83","WINNER IT รับซื้อคอมเก่าในโคราช คอมรุ่นเก่า อ upgrade แล้ว ประเมินผ่าน LINE @buyhub","รับซื้อคอมเก่า โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อคอมเก่า-โคราช","self-referencing","1816","1","21","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","COMPUTER","/รับซื้อคอมพิวเตอร์-โคราช","Primary LINE/phone conversion","COMPUTER:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อจอมอนิเตอร์-โคราช","src/content/services/รับซื้อจอมอนิเตอร์-โคราช.md","Product category","indexable","200","รับซื้อจอมอนิเตอร์ โคราช จอคอมและจอเกมมิ่งมือสอง | WINNER IT","60","รับซื้อจอมอนิเตอร์ โคราช จอคอมและจอเกมมิ่งมือสอง | WINNER IT","WINNER IT รับซื้อจอมอนิเตอร์ในโคราช ตรวจจอ dead pixel แสงรั่ว ขาตั้ง ประเมินผ่าน LINE @buyhub","93","WINNER IT รับซื้อจอมอนิเตอร์ในโคราช ตรวจจอ dead pixel แสงรั่ว ขาตั้ง ประเมินผ่าน LINE @buyhub","รับซื้อจอมอนิเตอร์ โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อจอมอนิเตอร์-โคราช","self-referencing","1812","4","21","0","0","0","3","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","OTHER-PRODUCT","/รับซื้อสินค้าไอที","Primary LINE/phone conversion","OTHER-PRODUCT:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อลำโพง-โคราช","src/content/services/รับซื้อลำโพง-โคราช.md","Product category","indexable","200","รับซื้อลำโพง โคราช ลำโพงบluetooth และลำโพงมือสอง | WINNER IT","60","รับซื้อลำโพง โคราช ลำโพงบluetooth และลำโพงมือสอง | WINNER IT","WINNER IT รับซื้อลำโพงในโคราช ตรวจเสียง แบต สภาพตัวเครื่อง ประเมินผ่าน LINE @buyhub","83","WINNER IT รับซื้อลำโพงในโคราช ตรวจเสียง แบต สภาพตัวเครื่อง ประเมินผ่าน LINE @buyhub","รับซื้อลำโพง โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อลำโพง-โคราช","self-referencing","1810","1","21","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","OTHER-PRODUCT","/รับซื้อสินค้าไอที","Primary LINE/phone conversion","OTHER-PRODUCT:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อสินค้าไอที","src/content/services/รับซื้อสินค้าไอที.md","Main service hub","indexable","200","รับซื้อสินค้าไอที โคราช บริการรับซื้อ IT ครบวงจร | WINNER IT","60","รับซื้อสินค้าไอที โคราช บริการรับซื้อ IT ครบวงจร | WINNER IT","WINNER IT รับซื้อสินค้าไอทีในโคราช โทรศัพท์ โน๊ตบุ๊ค คอม กล้อง เกม อุปกรณ์สำนักงาน ประเมินผ่าน LINE @buyhub","107","WINNER IT รับซื้อสินค้าไอทีในโคราช โทรศัพท์ โน๊ตบุ๊ค คอม กล้อง เกม อุปกรณ์สำนักงาน ประเมินผ่าน LINE @buyhub","รับซื้อสินค้าไอที โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อสินค้าไอที","self-referencing","1826","88","21","88","88","41","31","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","CORE-SERVICE","/","Primary LINE/phone conversion","CORE-SERVICE:Main service hub","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อสินค้าไอทียกล็อต","src/content/services/รับซื้อสินค้าไอทียกล็อต.md","B2B/bulk","indexable","200","รับซื้อสินค้าไอทียกล็อต โคราช | WINNER IT","41","รับซื้อสินค้าไอทียกล็อต โคราช | WINNER IT","WINNER IT รับซื้อสินค้าไอทียกล็อตในโคราช ร้านคอม สต็อกเก่า ส่งรายการประเมิน ผ่าน LINE @buyhub","93","WINNER IT รับซื้อสินค้าไอทียกล็อตในโคราช ร้านคอม สต็อกเก่า ส่งรายการประเมิน ผ่าน LINE @buyhub","รับซื้อสินค้าไอทียกล็อต","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อสินค้าไอทียกล็อต","self-referencing","1826","88","21","0","0","4","23","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","B2B","/รับซื้อสินค้าไอทียกล็อต","Primary LINE/phone conversion","B2B:B2B/bulk","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อสินค้าไอทีไม่มีอุปกรณ์-โคราช","src/content/services/รับซื้อสินค้าไอทีไม่มีอุปกรณ์-โคราช.md","Product condition","indexable","200","รับซื้อสินค้าไอทีไม่มีอุปกรณ์ โคราช | WINNER IT","47","รับซื้อสินค้าไอทีไม่มีอุปกรณ์ โคราช | WINNER IT","รับซื้อสินค้าไอทีไม่มีกล่อง ไม่มีสายชาร์จ ในโคราช ประเมินตามสภาพ ผ่าน LINE @buyhub","82","รับซื้อสินค้าไอทีไม่มีกล่อง ไม่มีสายชาร์จ ในโคราช ประเมินตามสภาพ ผ่าน LINE @buyhub","รับซื้อสินค้าไอทีไม่มีอุปกรณ์ โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อสินค้าไอทีไม่มีอุปกรณ์-โคราช","self-referencing","1819","1","21","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","OTHER-PRODUCT","/รับซื้อสินค้าไอที","Primary LINE/phone conversion","OTHER-PRODUCT:Product condition","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อสินค้าไอทีไม่ได้ใช้งาน-โคราช","src/content/services/รับซื้อสินค้าไอทีไม่ได้ใช้งาน-โคราช.md","Product condition","indexable","200","รับซื้อสินค้าไอทีไม่ได้ใช้งาน โคราช | WINNER IT","47","รับซื้อสินค้าไอทีไม่ได้ใช้งาน โคราช | WINNER IT","รับซื้อสินค้าไอทีที่ไม่ได้ใช้งานแล้ว เก็บไว้นาน ในโคราช ประเมินผ่าน LINE @buyhub","80","รับซื้อสินค้าไอทีที่ไม่ได้ใช้งานแล้ว เก็บไว้นาน ในโคราช ประเมินผ่าน LINE @buyhub","รับซื้อสินค้าไอทีไม่ได้ใช้งาน โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อสินค้าไอทีไม่ได้ใช้งาน-โคราช","self-referencing","1820","1","21","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","OTHER-PRODUCT","/รับซื้อสินค้าไอที","Primary LINE/phone conversion","OTHER-PRODUCT:Product condition","","Transactional","Decision","low","low","retain; validate with GSC"
