"URL","Source file","Page type","Parent hub","Primary keyword hypothesis","Secondary keyword hypotheses","Search intent","Funnel stage","Conversion role","Geographic intent","Product intent","Condition intent","Seller type","HTML title","Meta description","H1","H2","H3","Visible word count","Main-content word count","Answer-first block","Pricing-factor section","Process section","Ownership/account-lock policy","CTA count","LINE CTA","Phone CTA","FAQ count","Contextual internal links in","Contextual internal links out","Related component links","Article-to-service link","Image count","Unique image count","Shared image count","Image disclosure status","Content similarity group","Intent-match score","Content-quality score","AEO readiness","GEO readiness","Manual-review reason","Recommended action"
"/รับซื้อคอมตั้งโต๊ะ-โคราช","src/content/services/รับซื้อคอมตั้งโต๊ะ-โคราช.md","Product service","/รับซื้อคอมพิวเตอร์-โคราช","รับซื้อคอมตั้งโต๊ะ โคราช ประเมินผ่าน LINE","Product transactional; Product service; รับซื้อคอมตั้งโต๊ะ-โคราช","Product transactional","Decision","LINE/phone conversion","Korat/Nakhon Ratchasima","รับซื้อคอมตั้งโต๊ะ โคราช ประเมินผ่าน LINE","none","Individual or business","รับซื้อคอมตั้งโต๊ะ โคราช | Dell HP Lenovo ประเมินผ่าน LINE | WINNER ITรับซื้อคอมตั้งโต๊ะ โคราช ประเมินผ่าน LINE","รับซื้อคอมตั้งโต๊ะมือสองในโคราช Dell HP Lenovo ตรวจสเปก สภาพเครื่อง และข้อมูลส่วนตัวก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","รับซื้อคอมตั้งโต๊ะ โคราช ประเมินผ่าน LINE","ตอบคำถามก่อน: ขายคอมตั้งโต๊ะในโคราชทำอย่างไร | รุ่นและสินค้าที่รับประเมิน | กลุ่มผู้ขายที่เราให้บริการบ่อย | ปัจจัยที่ส่งผลต่อราคาประเมิน | สภาพและประวัติที่ควรแจ้งตรงไปตรงมา | สิ่งที่ควรเตรียมก่อนส่งข้อมูล | ขั้นตอนประเมินผ่าน LINE @buyhub | การนัดรับและการส่งสินค้า | การลบข้อมูลและความเป็นส่วนตัว | การยืนยันเจ้าของและเอกสาร | สินค้าที่ไม่รับและข้อจำกัดด้านความปลอดภัย | ตัวอย่างสถานการณ์ที่พบบ่อย (ไม่ใช่รีวิวลูกค้า) | เคล็ดลับก่อนขายเพื่อให้ประเมินราบรื่น | ขั้นตอนการขายคอมตั้งโต๊ะกับ WINNER IT ในโคราช | เรื่องราคาและการประเมินเบื้องต้น | พื้นที่ให้บริการในนครราชสีมา | ลิงก์ที่เกี่ยวข้องภายในเว็บไซต์ | การยืนยันเจ้าของและความปลอดภัย | คำถามที่พบบ่อย | บริการที่เกี่ยวข้อง | พร้อมขายแล้ว ส่งรายละเอียดมาได้เลย","","2466","1888","yes","yes","yes","yes","11","6","5","10","2","13","5","n/a","0","0","0","not required","Product service:/รับซื้อคอมพิวเตอร์-โคราช","5","5","Strong","Strong","","Keep as is"
"/รับซื้อคอมบริษัท-โคราช","src/content/services/รับซื้อคอมบริษัท-โคราช.md","B2B/bulk","/รับซื้อคอมพิวเตอร์-โคราช","รับซื้อคอมบริษัท โคราช","B2B/bulk transactional; B2B/bulk; รับซื้อคอมบริษัท-โคราช","B2B/bulk transactional","Decision","LINE/phone conversion","Korat/Nakhon Ratchasima","none","none","Business/organization","รับซื้อคอมบริษัท โคราช รับซื้อ IT Asset องค์กร | WINNER ITรับซื้อคอมบริษัท โคราช","WINNER IT รับซื้อคอมบริษัทในโคราช รายการ serial ลบข้อมูล เอกสาร นัดรับและขนส่ง ผ่าน LINE @buyhub","รับซื้อคอมบริษัท โคราช","รับซื้อ IT Asset จากบริษัทในโคราช | Asset list และ serial count | Data wipe และความปลอดภัยข้อมูล | เอกสารและใบรับของ | การขนส่งและนัดรับ | จำนวนมาก | ของเสีย | เจ้าของ | ราคา | ติดต่อ | ขั้นตอนการขายกับ WINNER IT ในโคราช | เรื่องราคาและการประเมินเบื้องต้น | พื้นที่ให้บริการในนครราชสีมา | สินค้าที่ไม่รับและข้อจำกัดด้านความปลอดภัย | การยืนยันเจ้าของและความปลอดภัย | คำถามที่พบบ่อย | พร้อมขายแล้ว ส่งรายละเอียดมาได้เลย","","2189","1837","yes","yes","yes","yes","11","6","5","11","1","0","0","n/a","0","0","0","not required","B2B/bulk:/รับซื้อคอมพิวเตอร์-โคราช","5","5","Strong","Strong","","Keep as is"
"/รับซื้อคอมประกอบ-โคราช","src/content/services/รับซื้อคอมประกอบ-โคราช.md","Product service","/รับซื้อคอมพิวเตอร์-โคราช","รับซื้อคอมประกอบ โคราช ตรวจสเปกจริง ประเมินผ่าน LINE","Product transactional; Product service; รับซื้อคอมประกอบ-โคราช","Product transactional","Decision","LINE/phone conversion","Korat/Nakhon Ratchasima","รับซื้อคอมประกอบ โคราช ตรวจสเปกจริง ประเมินผ่าน LINE","none","Individual or business","รับซื้อคอมประกอบ โคราช | ตรวจสเปกจริง ประเมินผ่าน LINE | WINNER ITรับซื้อคอมประกอบ โคราช ตรวจสเปกจริง ประเมินผ่าน LINE","รับซื้อคอมประกอบมือสองในโคราช ตรวจสเปกทุกชิ้นส่วน CPU RAM การ์ดจอ SSD ก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","รับซื้อคอมประกอบ โคราช ตรวจสเปกจริง ประเมินผ่าน LINE","ตอบคำถามก่อน: ขายคอมประกอบในโคราชทำอย่างไร | รุ่นและสินค้าที่รับประเมิน | กลุ่มผู้ขายที่เราให้บริการบ่อย | ปัจจัยที่ส่งผลต่อราคาประเมิน | สภาพและประวัติที่ควรแจ้งตรงไปตรงมา | สิ่งที่ควรเตรียมก่อนส่งข้อมูล | ขั้นตอนประเมินผ่าน LINE @buyhub | การนัดรับและการส่งสินค้า | การลบข้อมูลและความเป็นส่วนตัว | การยืนยันเจ้าของและเอกสาร | สินค้าที่ไม่รับและข้อจำกัดด้านความปลอดภัย | ตัวอย่างสถานการณ์ที่พบบ่อย (ไม่ใช่รีวิวลูกค้า) | เคล็ดลับก่อนขายเพื่อให้ประเมินราบรื่น | ขั้นตอนการขายคอมประกอบกับ WINNER IT ในโคราช | เรื่องราคาและการประเมินเบื้องต้น | พื้นที่ให้บริการในนครราชสีมา | ลิงก์ที่เกี่ยวข้องภายในเว็บไซต์ | การยืนยันเจ้าของและความปลอดภัย | คำถามที่พบบ่อย | บริการที่เกี่ยวข้อง | พร้อมขายแล้ว ส่งรายละเอียดมาได้เลย","","2466","1870","yes","yes","yes","yes","11","6","5","10","4","13","5","n/a","0","0","0","not required","Product service:/รับซื้อคอมพิวเตอร์-โคราช","5","5","Strong","Strong","","Keep as is"
"/รับซื้อคอมพิวเตอร์-โคราช","src/content/services/รับซื้อคอมพิวเตอร์-โคราช.md","Product service","/รับซื้อคอมพิวเตอร์-โคราช","รับซื้อคอมพิวเตอร์ โคราช ประเมินผ่าน LINE นัดรับตามสะดวก","Product transactional; Product service; รับซื้อคอมพิวเตอร์-โคราช","Product transactional","Decision","LINE/phone conversion","Korat/Nakhon Ratchasima","รับซื้อคอมพิวเตอร์ โคราช ประเมินผ่าน LINE นัดรับตามสะดวก","none","Individual or business","รับซื้อคอมพิวเตอร์ โคราช | ตั้งโต๊ะ ประกอบ เกมมิ่ง | WINNER ITรับซื้อคอมพิวเตอร์ โคราช ประเมินผ่าน LINE นัดรับตามสะดวก","รับซื้อคอมพิวเตอร์มือสองในโคราช ตั้งโต๊ะ ประกอบ เกมมิ่ง เวิร์กสเตชัน ตรวจสเปกจริงก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","รับซื้อคอมพิวเตอร์ โคราช ประเมินผ่าน LINE นัดรับตามสะดวก","ตอบคำถามก่อน: ขายคอมพิวเตอร์ในโคราชทำอย่างไร | รุ่นและสินค้าที่รับประเมิน | กลุ่มผู้ขายที่เราให้บริการบ่อย | ปัจจัยที่ส่งผลต่อราคาประเมิน | สภาพและประวัติที่ควรแจ้งตรงไปตรงมา | สิ่งที่ควรเตรียมก่อนส่งข้อมูล | ขั้นตอนประเมินผ่าน LINE @buyhub | การนัดรับและการส่งสินค้า | การลบข้อมูลและความเป็นส่วนตัว | การยืนยันเจ้าของและเอกสาร | สินค้าที่ไม่รับและข้อจำกัดด้านความปลอดภัย | ตัวอย่างสถานการณ์ที่พบบ่อย (ไม่ใช่รีวิวลูกค้า) | เคล็ดลับก่อนขายเพื่อให้ประเมินราบรื่น | ขั้นตอนการขายคอมพิวเตอร์กับ WINNER IT ในโคราช | เรื่องราคาและการประเมินเบื้องต้น | พื้นที่ให้บริการในนครราชสีมา | ลิงก์ที่เกี่ยวข้องภายในเว็บไซต์ | การยืนยันเจ้าของและความปลอดภัย | คำถามที่พบบ่อย | บริการที่เกี่ยวข้อง | พร้อมขายแล้ว ส่งรายละเอียดมาได้เลย","","2479","1900","yes","yes","yes","yes","11","6","5","10","11","16","5","n/a","0","0","0","not required","Product service:/รับซื้อคอมพิวเตอร์-โคราช","5","5","Strong","Strong","","Keep as is"
"/รับซื้อคอมเกมมิ่ง-โคราช","src/content/services/รับซื้อคอมเกมมิ่ง-โคราช.md","Product service","/รับซื้อคอมพิวเตอร์-โคราช","รับซื้อคอมเกมมิ่ง โคราช ตรวจการ์ดจอ ประเมินผ่าน LINE","Product transactional; Product service; รับซื้อคอมเกมมิ่ง-โคราช","Product transactional","Decision","LINE/phone conversion","Korat/Nakhon Ratchasima","รับซื้อคอมเกมมิ่ง โคราช ตรวจการ์ดจอ ประเมินผ่าน LINE","none","Individual or business","รับซื้อคอมเกมมิ่ง โคราช | ตรวจการ์ดจอ ประเมินผ่าน LINE | WINNER ITรับซื้อคอมเกมมิ่ง โคราช ตรวจการ์ดจอ ประเมินผ่าน LINE","รับซื้อคอมเกมมิ่งมือสองในโคราช ตรวจการ์ดจอ สเปก และระบบระบายความร้อนก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","รับซื้อคอมเกมมิ่ง โคราช ตรวจการ์ดจอ ประเมินผ่าน LINE","ตอบคำถามก่อน: ขายคอมเกมมิ่งในโคราชทำอย่างไร | รุ่นและสินค้าที่รับประเมิน | กลุ่มผู้ขายที่เราให้บริการบ่อย | ปัจจัยที่ส่งผลต่อราคาประเมิน | สภาพและประวัติที่ควรแจ้งตรงไปตรงมา | สิ่งที่ควรเตรียมก่อนส่งข้อมูล | ขั้นตอนประเมินผ่าน LINE @buyhub | การนัดรับและการส่งสินค้า | การลบข้อมูลและความเป็นส่วนตัว | การยืนยันเจ้าของและเอกสาร | สินค้าที่ไม่รับและข้อจำกัดด้านความปลอดภัย | ตัวอย่างสถานการณ์ที่พบบ่อย (ไม่ใช่รีวิวลูกค้า) | เคล็ดลับก่อนขายเพื่อให้ประเมินราบรื่น | ขั้นตอนการขายคอมเกมมิ่งกับ WINNER IT ในโคราช | เรื่องราคาและการประเมินเบื้องต้น | พื้นที่ให้บริการในนครราชสีมา | ลิงก์ที่เกี่ยวข้องภายในเว็บไซต์ | การยืนยันเจ้าของและความปลอดภัย | คำถามที่พบบ่อย | บริการที่เกี่ยวข้อง | พร้อมขายแล้ว ส่งรายละเอียดมาได้เลย","","2507","1910","yes","yes","yes","yes","11","6","5","10","4","14","5","n/a","0","0","0","not required","Product service:/รับซื้อคอมพิวเตอร์-โคราช","5","5","Strong","Strong","","Keep as is"
"/รับซื้อคอมเก่า-โคราช","src/content/services/รับซื้อคอมเก่า-โคราช.md","Product service","/รับซื้อคอมพิวเตอร์-โคราช","รับซื้อคอมเก่า โคราช","Product transactional; Product service; รับซื้อคอมเก่า-โคราช","Product transactional","Decision","LINE/phone conversion","Korat/Nakhon Ratchasima","รับซื้อคอมเก่า โคราช","none","Individual or business","รับซื้อคอมเก่า โคราช คอมตั้งโต๊ะรุ่นเก่า | WINNER ITรับซื้อคอมเก่า โคราช","WINNER IT รับซื้อคอมเก่าในโคราช คอมรุ่นเก่า อ upgrade แล้ว ประเมินผ่าน LINE @buyhub","รับซื้อคอมเก่า โคราช","คอมเก่ายังมีมูลค่า | สเปกที่ควรแจ้ง | ทั้งชุดหรือเปล่า | ข้อมูล | หลายเครื่อง | ราคา | โคราช | เจ้าของ | ติดต่อ | ขั้นตอนการขายกับ WINNER IT ในโคราช | เรื่องราคาและการประเมินเบื้องต้น | พื้นที่ให้บริการในนครราชสีมา | สินค้าที่ไม่รับและข้อจำกัดด้านความปลอดภัย | การยืนยันเจ้าของและความปลอดภัย | คำถามที่พบบ่อย | พร้อมขายแล้ว ส่งรายละเอียดมาได้เลย","","2125","1816","yes","yes","yes","yes","11","6","5","8","1","0","0","n/a","0","0","0","not required","Product service:/รับซื้อคอมพิวเตอร์-โคราช","5","5","Strong","Strong","","Keep as is"
"/รับซื้อจอมอนิเตอร์-โคราช","src/content/services/รับซื้อจอมอนิเตอร์-โคราช.md","Product service","/รับซื้อสินค้าไอที","รับซื้อจอมอนิเตอร์ โคราช","Product transactional; Product service; รับซื้อจอมอนิเตอร์-โคราช","Product transactional","Decision","LINE/phone conversion","Korat/Nakhon Ratchasima","รับซื้อจอมอนิเตอร์ โคราช","none","Individual or business","รับซื้อจอมอนิเตอร์ โคราช จอคอมและจอเกมมิ่งมือสอง | WINNER ITรับซื้อจอมอนิเตอร์ โคราช","WINNER IT รับซื้อจอมอนิเตอร์ในโคราช ตรวจจอ dead pixel แสงรั่ว ขาตั้ง ประเมินผ่าน LINE @buyhub","รับซื้อจอมอนิเตอร์ โคราช","จอมอนิเตอร์มือสอง | จอเกมมิ่ง 144Hz ขึ้นไป | จอสำหรับงานกราฟิก | อุปกรณ์ครบ | จอแตกหรือเส้น | ขนส่ง | จอเก่า | เจ้าของ | ประเมินเบื้องต้น | ติดต่อ | ขั้นตอนการขายกับ WINNER IT ในโคราช | เรื่องราคาและการประเมินเบื้องต้น | พื้นที่ให้บริการในนครราชสีมา | สินค้าที่ไม่รับและข้อจำกัดด้านความปลอดภัย | การยืนยันเจ้าของและความปลอดภัย | คำถามที่พบบ่อย | พร้อมขายแล้ว ส่งรายละเอียดมาได้เลย","","2144","1812","yes","yes","yes","yes","11","6","5","8","4","0","0","n/a","0","0","0","not required","Product service:/รับซื้อสินค้าไอที","5","5","Strong","Strong","","Keep as is"
"/รับซื้อลำโพง-โคราช","src/content/services/รับซื้อลำโพง-โคราช.md","Product service","/รับซื้อสินค้าไอที","รับซื้อลำโพง โคราช","Product transactional; Product service; รับซื้อลำโพง-โคราช","Product transactional","Decision","LINE/phone conversion","Korat/Nakhon Ratchasima","รับซื้อลำโพง โคราช","none","Individual or business","รับซื้อลำโพง โคราช ลำโพงบluetooth และลำโพงมือสอง | WINNER ITรับซื้อลำโพง โคราช","WINNER IT รับซื้อลำโพงในโคราช ตรวจเสียง แบต สภาพตัวเครื่อง ประเมินผ่าน LINE @buyhub","รับซื้อลำโพง โคราช","ลำโพงมือสอง | ทดสอบเสียง | ลำโพงไร้สาย | กล่องและสาย | ลำโพงใหญ่ | เสีย | เจ้าของ | โคราช | ราคา | ติดต่อ | ขั้นตอนการขายกับ WINNER IT ในโคราช | เรื่องราคาและการประเมินเบื้องต้น | พื้นที่ให้บริการในนครราชสีมา | สินค้าที่ไม่รับและข้อจำกัดด้านความปลอดภัย | การยืนยันเจ้าของและความปลอดภัย | คำถามที่พบบ่อย | พร้อมขายแล้ว ส่งรายละเอียดมาได้เลย","","2124","1810","yes","yes","yes","yes","11","6","5","8","1","0","0","n/a","0","0","0","not required","Product service:/รับซื้อสินค้าไอที","5","5","Strong","Strong","","Keep as is"
"/รับซื้อสินค้าไอที","src/content/services/รับซื้อสินค้าไอที.md","Main service hub","/","รับซื้อสินค้าไอที โคราช","Local transactional; Main service hub; รับซื้อสินค้าไอที","Local transactional","Decision","LINE/phone conversion","Korat/Nakhon Ratchasima","none","none","Individual or business","รับซื้อสินค้าไอที โคราช บริการรับซื้อ IT ครบวงจร | WINNER ITรับซื้อสินค้าไอที โคราช","WINNER IT รับซื้อสินค้าไอทีในโคราช โทรศัพท์ โน๊ตบุ๊ค คอม กล้อง เกม อุปกรณ์สำนักงาน ประเมินผ่าน LINE @buyhub","รับซื้อสินค้าไอที โคราช","บริการรับซื้อสินค้าไอทีในนครราชสีมา | หมวดสินค้าที่รับประเมิน | วิธีเริ่มต้นขาย | นโยบายความปลอดภัย | บริการเสริม | พื้นที่ให้บริการ | ราคาและความโปร่งใส | ทำไมเลือก WINNER IT | คำถามที่พบบ่อย | ติดต่อ | ขั้นตอนการขายกับ WINNER IT ในโคราช | เรื่องราคาและการประเมินเบื้องต้น | พื้นที่ให้บริการในนครราชสีมา | สินค้าที่ไม่รับและข้อจำกัดด้านความปลอดภัย | เคล็ดลับได้ราคาใกล้เคียงมูลค่า | ลูกค้าองค์กร | การยืนยันเจ้าของและความปลอดภัย | คำถามที่พบบ่อย | พร้อมขายแล้ว ส่งรายละเอียดมาได้เลย","","2158","1826","yes","yes","yes","yes","11","6","5","8","33","0","0","n/a","0","0","0","not required","Main service hub:/","5","5","Strong","Strong","","Keep as is"
"/รับซื้อสินค้าไอทียกล็อต","src/content/services/รับซื้อสินค้าไอทียกล็อต.md","B2B/bulk","/รับซื้อสินค้าไอที","รับซื้อสินค้าไอทียกล็อต","B2B/bulk transactional; B2B/bulk; รับซื้อสินค้าไอทียกล็อต","B2B/bulk transactional","Decision","LINE/phone conversion","Korat/Nakhon Ratchasima","none","none","Business/organization","รับซื้อสินค้าไอทียกล็อต โคราช | WINNER ITรับซื้อสินค้าไอทียกล็อต","WINNER IT รับซื้อสินค้าไอทียกล็อตในโคราช ร้านคอม สต็อกเก่า ส่งรายการประเมิน ผ่าน LINE @buyhub","รับซื้อสินค้าไอทียกล็อต","รับซื้อยกล็อต | รูปแบบรายการ | ราคา | onsite | เจ้าของ | ของล็อก | เอกสาร | ติดต่อ | พื้นที่ | ความยืดหยุ่น | ขั้นตอนการขายกับ WINNER IT ในโคราช | เรื่องราคาและการประเมินเบื้องต้น | พื้นที่ให้บริการในนครราชสีมา | สินค้าที่ไม่รับและข้อจำกัดด้านความปลอดภัย | การยืนยันเจ้าของและความปลอดภัย | คำถามที่พบบ่อย | พร้อมขายแล้ว ส่งรายละเอียดมาได้เลย","","2161","1826","no","yes","yes","yes","11","6","5","8","24","0","0","n/a","0","0","0","not required","B2B/bulk:/รับซื้อสินค้าไอที","4","5","Missing","Strong","ไม่พบคำตอบต้นหน้าที่ชัดเจน","Keep as is"
"/รับซื้อสินค้าไอทีไม่มีอุปกรณ์-โคราช","src/content/services/รับซื้อสินค้าไอทีไม่มีอุปกรณ์-โคราช.md","Condition","/รับซื้อสินค้าไอที","รับซื้อสินค้าไอทีไม่มีอุปกรณ์ โคราช","Condition transactional; Condition; รับซื้อสินค้าไอทีไม่มีอุปกรณ์-โคราช","Condition transactional","Decision","LINE/phone conversion","Korat/Nakhon Ratchasima","รับซื้อสินค้าไอทีไม่มีอุปกรณ์ โคราช","รับซื้อสินค้าไอทีไม่มีอุปกรณ์ โคราช","Individual or business","รับซื้อสินค้าไอทีไม่มีอุปกรณ์ โคราช | WINNER ITรับซื้อสินค้าไอทีไม่มีอุปกรณ์ โคราช","รับซื้อสินค้าไอทีไม่มีกล่อง ไม่มีสายชาร์จ ในโคราช ประเมินตามสภาพ ผ่าน LINE @buyhub","รับซื้อสินค้าไอทีไม่มีอุปกรณ์ โคราช","ขายเครื่องเปล่าไม่มีกล่อง | อะไรที่ขาดได้ | อะไรสำคัญ | แจ้งตั้งแต่แรก | ราคา | โคราช | เจ้าของ | หลายชิ้น | ติดต่อ | ขั้นตอนการขายกับ WINNER IT ในโคราช | เรื่องราคาและการประเมินเบื้องต้น | พื้นที่ให้บริการในนครราชสีมา | สินค้าที่ไม่รับและข้อจำกัดด้านความปลอดภัย | การยืนยันเจ้าของและความปลอดภัย | คำถามที่พบบ่อย | พร้อมขายแล้ว ส่งรายละเอียดมาได้เลย","","2134","1819","yes","yes","yes","yes","11","6","5","8","1","0","0","n/a","0","0","0","not required","Condition:/รับซื้อสินค้าไอที","5","5","Strong","Strong","","Keep as is"
"/รับซื้อสินค้าไอทีไม่ได้ใช้งาน-โคราช","src/content/services/รับซื้อสินค้าไอทีไม่ได้ใช้งาน-โคราช.md","Condition","/รับซื้อสินค้าไอที","รับซื้อสินค้าไอทีไม่ได้ใช้งาน โคราช","Condition transactional; Condition; รับซื้อสินค้าไอทีไม่ได้ใช้งาน-โคราช","Condition transactional","Decision","LINE/phone conversion","Korat/Nakhon Ratchasima","รับซื้อสินค้าไอทีไม่ได้ใช้งาน โคราช","รับซื้อสินค้าไอทีไม่ได้ใช้งาน โคราช","Individual or business","รับซื้อสินค้าไอทีไม่ได้ใช้งาน โคราช | WINNER ITรับซื้อสินค้าไอทีไม่ได้ใช้งาน โคราช","รับซื้อสินค้าไอทีที่ไม่ได้ใช้งานแล้ว เก็บไว้นาน ในโคราช ประเมินผ่าน LINE @buyhub","รับซื้อสินค้าไอทีไม่ได้ใช้งาน โคราช","ของที่เลิกใช้แล้ว | ทดสอบก่อนส่ง | แบตเก็บนาน | ข้อมูล | ราคา | โคราช | เจ้าของ | หลายชิ้น | ติดต่อ | ขั้นตอนการขายกับ WINNER IT ในโคราช | เรื่องราคาและการประเมินเบื้องต้น | พื้นที่ให้บริการในนครราชสีมา | สินค้าที่ไม่รับและข้อจำกัดด้านความปลอดภัย | การยืนยันเจ้าของและความปลอดภัย | คำถามที่พบบ่อย | พร้อมขายแล้ว ส่งรายละเอียดมาได้เลย","","2143","1820","yes","yes","yes","yes","11","6","5","8","1","0","0","n/a","0","0","0","not required","Condition:/รับซื้อสินค้าไอที","5","5","Strong","Strong","","Keep as is"
"/รับซื้อหูฟัง-โคราช","src/content/services/รับซื้อหูฟัง-โคราช.md","Product service","/รับซื้อสินค้าไอที","รับซื้อหูฟัง โคราช","Product transactional; Product service; รับซื้อหูฟัง-โคราช","Product transactional","Decision","LINE/phone conversion","Korat/Nakhon Ratchasima","รับซื้อหูฟัง โคราช","none","Individual or business","รับซื้อหูฟัง โคราช หูฟังไร้สายและเกมมิ่งมือสอง | WINNER ITรับซื้อหูฟัง โคราช","รับซื้อหูฟัง AirPods Sony Bose ในโคราช ตรวจแบต ไมค์ สภาพ ประเมินผ่าน LINE @buyhub","รับซื้อหูฟัง โคราช","หูฟังมือสอง | AirPods และ TWS | แบตเสื่อม | อุปกรณ์ | หูฟังเกม | เสียหาย | เจ้าของ | โคราช | ราคา | ติดต่อ | ขั้นตอนการขายกับ WINNER IT ในโคราช | เรื่องราคาและการประเมินเบื้องต้น | พื้นที่ให้บริการในนครราชสีมา | สินค้าที่ไม่รับและข้อจำกัดด้านความปลอดภัย | การยืนยันเจ้าของและความปลอดภัย | คำถามที่พบบ่อย | พร้อมขายแล้ว ส่งรายละเอียดมาได้เลย","","2125","1806","yes","yes","yes","yes","11","6","5","8","1","0","0","n/a","0","0","0","not required","Product service:/รับซื้อสินค้าไอที","5","5","Strong","Strong","","Keep as is"
"/รับซื้ออุปกรณ์-pos-โคราช","src/content/services/รับซื้ออุปกรณ์-pos-โคราช.md","Product service","/รับซื้อสินค้าไอที","รับซื้ออุปกรณ์ POS โคราช","Product transactional; Product service; รับซื้ออุปกรณ์-pos-โคราช","Product transactional","Decision","LINE/phone conversion","Korat/Nakhon Ratchasima","รับซื้ออุปกรณ์ POS โคราช","none","Individual or business","รับซื้ออุปกรณ์ POS โคราช เครื่องรับเงินและระบบขาย | WINNER ITรับซื้ออุปกรณ์ POS โคราช","WINNER IT รับซื้อ POS ลิ้นชัก เครื่องสแกน เครื่องพิมพ์ใบเสร็จ ในโคราช ประเมินผ่าน LINE @buyhub","รับซื้ออุปกรณ์ POS โคราช","อุปกรณ์ POS มือสอง | ร้านปิดกิจการ | ซอฟต์แวร์ | หลายสาขา | เสีย | เอกสาร | โคราช | ราคา | เจ้าของ | ติดต่อ | ขั้นตอนการขายกับ WINNER IT ในโคราช | เรื่องราคาและการประเมินเบื้องต้น | พื้นที่ให้บริการในนครราชสีมา | สินค้าที่ไม่รับและข้อจำกัดด้านความปลอดภัย | การยืนยันเจ้าของและความปลอดภัย | คำถามที่พบบ่อย | พร้อมขายแล้ว ส่งรายละเอียดมาได้เลย","","2100","1802","yes","yes","yes","yes","11","6","5","8","1","0","0","n/a","0","0","0","not required","Product service:/รับซื้อสินค้าไอที","5","5","Strong","Strong","","Keep as is"
"/รับซื้ออุปกรณ์คอมพิวเตอร์-โคราช","src/content/services/รับซื้ออุปกรณ์คอมพิวเตอร์-โคราช.md","Product service","/รับซื้อคอมพิวเตอร์-โคราช","รับซื้ออุปกรณ์คอมพิวเตอร์ โคราช","Product transactional; Product service; รับซื้ออุปกรณ์คอมพิวเตอร์-โคราช","Product transactional","Decision","LINE/phone conversion","Korat/Nakhon Ratchasima","รับซื้ออุปกรณ์คอมพิวเตอร์ โคราช","none","Individual or business","รับซื้ออุปกรณ์คอมพิวเตอร์ โคราช อุปกรณ์เสริมและพาร์ท | WINNER ITรับซื้ออุปกรณ์คอมพิวเตอร์ โคราช","รับซื้ออุปกรณ์คอมพิวเตอร์ คีย์บอร์ด เมาส์ เคส พาวเวอร์ซัพพลาย ในโคราช ประเมินผ่าน LINE @buyhub","รับซื้ออุปกรณ์คอมพิวเตอร์ โคราช","อุปกรณ์คอมหลากหลายประเภท | พาวเวอร์ซัพพลายและเคส | คีย์บอร์ด mechanical | ขายหลายชิ้น | อุปกรณ์เสีย | ไม่มีกล่อง | ของเก่า | นโยบาย | โคราช | ราคา | ขั้นตอนการขายกับ WINNER IT ในโคราช | เรื่องราคาและการประเมินเบื้องต้น | พื้นที่ให้บริการในนครราชสีมา | สินค้าที่ไม่รับและข้อจำกัดด้านความปลอดภัย | การยืนยันเจ้าของและความปลอดภัย | คำถามที่พบบ่อย | พร้อมขายแล้ว ส่งรายละเอียดมาได้เลย","","2150","1814","yes","yes","yes","yes","11","6","5","8","1","0","0","n/a","0","0","0","not required","Product service:/รับซื้อคอมพิวเตอร์-โคราช","5","5","Strong","Strong","","Keep as is"
"/รับซื้ออุปกรณ์สำนักงาน","src/content/services/รับซื้ออุปกรณ์สำนักงาน.md","B2B/bulk","/รับซื้อสินค้าไอที","รับซื้ออุปกรณ์สำนักงาน","B2B/bulk transactional; B2B/bulk; รับซื้ออุปกรณ์สำนักงาน","B2B/bulk transactional","Decision","LINE/phone conversion","Korat/Nakhon Ratchasima","none","none","Business/organization","รับซื้ออุปกรณ์สำนักงาน โคราช | WINNER ITรับซื้ออุปกรณ์สำนักงาน","WINNER IT รับซื้ออุปกรณ์สำนักงานในโคราช คอม จอ โทรศัพท์ ปริ้น ประเมินยกชุด ผ่าน LINE @buyhub","รับซื้ออุปกรณ์สำนักงาน","อุปกรณ์สำนักงาน | รายการ asset | data wipe | นัดรับ | เอกสาร | ราคา | เจ้าของ | ติดต่อ | พื้นที่ | ล็อต | ขั้นตอนการขายกับ WINNER IT ในโคราช | เรื่องราคาและการประเมินเบื้องต้น | พื้นที่ให้บริการในนครราชสีมา | สินค้าที่ไม่รับและข้อจำกัดด้านความปลอดภัย | การยืนยันเจ้าของและความปลอดภัย | คำถามที่พบบ่อย | พร้อมขายแล้ว ส่งรายละเอียดมาได้เลย","","2166","1841","no","yes","yes","yes","11","6","5","8","7","0","0","n/a","0","0","0","not required","B2B/bulk:/รับซื้อสินค้าไอที","4","5","Missing","Strong","ไม่พบคำตอบต้นหน้าที่ชัดเจน","Keep as is"
