"URL","Source file","Search intent","Searcher","What they want","Decision stage","First information needed","Above-fold answer","CTA fit","Relationship","Next action","Intent-match score","Evidence","Recommendation","Requires GSC"
"/รับซื้อคอมพิวเตอร์-โคราช","src/content/services/รับซื้อคอมพิวเตอร์-โคราช.md","Product transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อคอมพิวเตอร์ โคราช ประเมินผ่าน LINE นัดรับตามสะดวก","Evaluate/contact","รับซื้อคอมพิวเตอร์มือสองในโคราช ตั้งโต๊ะ ประกอบ เกมมิ่ง เวิร์กสเตชัน ตรวจสเปกจริงก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อคอมเกมมิ่ง-โคราช","src/content/services/รับซื้อคอมเกมมิ่ง-โคราช.md","Product transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อคอมเกมมิ่ง โคราช ตรวจการ์ดจอ ประเมินผ่าน LINE","Evaluate/contact","รับซื้อคอมเกมมิ่งมือสองในโคราช ตรวจการ์ดจอ สเปก และระบบระบายความร้อนก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อคอมเก่า-โคราช","src/content/services/รับซื้อคอมเก่า-โคราช.md","Product transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อคอมเก่า โคราช","Evaluate/contact","WINNER IT รับซื้อคอมเก่าในโคราช คอมรุ่นเก่า อ upgrade แล้ว ประเมินผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อจอมอนิเตอร์-โคราช","src/content/services/รับซื้อจอมอนิเตอร์-โคราช.md","Product transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อจอมอนิเตอร์ โคราช","Evaluate/contact","WINNER IT รับซื้อจอมอนิเตอร์ในโคราช ตรวจจอ dead pixel แสงรั่ว ขาตั้ง ประเมินผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อลำโพง-โคราช","src/content/services/รับซื้อลำโพง-โคราช.md","Product transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อลำโพง โคราช","Evaluate/contact","WINNER IT รับซื้อลำโพงในโคราช ตรวจเสียง แบต สภาพตัวเครื่อง ประเมินผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อสินค้าไอที","src/content/services/รับซื้อสินค้าไอที.md","Local transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อสินค้าไอที โคราช","Evaluate/contact","WINNER IT รับซื้อสินค้าไอทีในโคราช โทรศัพท์ โน๊ตบุ๊ค คอม กล้อง เกม อุปกรณ์สำนักงาน ประเมินผ่าน LINE @buyhub","yes","appropriate","Primary owner","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อสินค้าไอทียกล็อต","src/content/services/รับซื้อสินค้าไอทียกล็อต.md","B2B/bulk transactional","องค์กร/ผู้ดูแลทรัพย์สินไอที","รับซื้อสินค้าไอทียกล็อต","Evaluate/contact","WINNER IT รับซื้อสินค้าไอทียกล็อตในโคราช ร้านคอม สต็อกเก่า ส่งรายการประเมิน ผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อสินค้าไอทีไม่มีอุปกรณ์-โคราช","src/content/services/รับซื้อสินค้าไอทีไม่มีอุปกรณ์-โคราช.md","Condition transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อสินค้าไอทีไม่มีอุปกรณ์ โคราช","Evaluate/contact","รับซื้อสินค้าไอทีไม่มีกล่อง ไม่มีสายชาร์จ ในโคราช ประเมินตามสภาพ ผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อสินค้าไอทีไม่ได้ใช้งาน-โคราช","src/content/services/รับซื้อสินค้าไอทีไม่ได้ใช้งาน-โคราช.md","Condition transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อสินค้าไอทีไม่ได้ใช้งาน โคราช","Evaluate/contact","รับซื้อสินค้าไอทีที่ไม่ได้ใช้งานแล้ว เก็บไว้นาน ในโคราช ประเมินผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อหูฟัง-โคราช","src/content/services/รับซื้อหูฟัง-โคราช.md","Product transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อหูฟัง โคราช","Evaluate/contact","รับซื้อหูฟัง AirPods Sony Bose ในโคราช ตรวจแบต ไมค์ สภาพ ประเมินผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้ออุปกรณ์-pos-โคราช","src/content/services/รับซื้ออุปกรณ์-pos-โคราช.md","Product transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้ออุปกรณ์ POS โคราช","Evaluate/contact","WINNER IT รับซื้อ POS ลิ้นชัก เครื่องสแกน เครื่องพิมพ์ใบเสร็จ ในโคราช ประเมินผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้ออุปกรณ์คอมพิวเตอร์-โคราช","src/content/services/รับซื้ออุปกรณ์คอมพิวเตอร์-โคราช.md","Product transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้ออุปกรณ์คอมพิวเตอร์ โคราช","Evaluate/contact","รับซื้ออุปกรณ์คอมพิวเตอร์ คีย์บอร์ด เมาส์ เคส พาวเวอร์ซัพพลาย ในโคราช ประเมินผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้ออุปกรณ์สำนักงาน","src/content/services/รับซื้ออุปกรณ์สำนักงาน.md","B2B/bulk transactional","องค์กร/ผู้ดูแลทรัพย์สินไอที","รับซื้ออุปกรณ์สำนักงาน","Evaluate/contact","WINNER IT รับซื้ออุปกรณ์สำนักงานในโคราช คอม จอ โทรศัพท์ ปริ้น ประเมินยกชุด ผ่าน LINE @buyhub","no","appropriate","Supports parent hub","Send details via LINE or call","4","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อเครื่องปริ้น-โคราช","src/content/services/รับซื้อเครื่องปริ้น-โคราช.md","Product transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อเครื่องปริ้น โคราช","Evaluate/contact","รับซื้อเครื่องปริ้น inkjet laser ในโคราช ตรวจหัวพิมพ์ ยกเลิกล็อก ประเมินผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อเครื่องเกม-โคราช","src/content/services/รับซื้อเครื่องเกม-โคราช.md","Product transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อเครื่องเกม โคราช","Evaluate/contact","WINNER IT รับซื้อเครื่องเกมหลายยี่ห้อในโคราช Xbox Steam Deck ประเมินผ่าน LINE @buyhub","no","appropriate","Supports parent hub","Send details via LINE or call","4","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อเมนบอร์ด-โคราช","src/content/services/รับซื้อเมนบอร์ด-โคราช.md","Product transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อเมนบอร์ด โคราช","Evaluate/contact","WINNER IT รับซื้อเมนบอร์ดมือสองในโคราช ตรวจ socket สlots รอยไหม้ ประวัติซ่อม ประเมินผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อเลนส์กล้อง-โคราช","src/content/services/รับซื้อเลนส์กล้อง-โคราช.md","Product transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อเลนส์กล้อง โคราช","Evaluate/contact","รับซื้อเลนส์กล้องมือสองในโคราช ตรวจแก้ว โฟกัส รอยฝุ่น mount ประเมินผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อเวิร์กสเตชัน-โคราช","src/content/services/รับซื้อเวิร์กสเตชัน-โคราช.md","Product transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อเวิร์กสเตชัน โคราช งานกราฟิก ตัดต่อ ประเมินผ่าน LINE","Evaluate/contact","รับซื้อเวิร์กสเตชันมือสองในโคราช ตรวจ CPU หลายคอร์ RAM สูง การ์ดจอ Quadro ก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อแท็บเล็ต-โคราช","src/content/services/รับซื้อแท็บเล็ต-โคราช.md","Product transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อแท็บเล็ต โคราช ประเมินผ่าน LINE นัดรับตามสะดวก","Evaluate/contact","รับซื้อแท็บเล็ตมือสองในโคราช iPad Samsung และยี่ห้ออื่น ตรวจสภาพจอและล็อกบัญชีก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อแรม-โคราช","src/content/services/รับซื้อแรม-โคราช.md","Product transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อแรม โคราช","Evaluate/contact","รับซื้อ RAM คอมพิวเตอร์มือสองในโคราช ตรวจความจุความเร็วแบรนด์และสภาพ ประเมินผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อโทรศัพท์-android-โคราช","src/content/services/รับซื้อโทรศัพท์-android-โคราช.md","Product transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อโทรศัพท์ Android โคราช ประเมินผ่าน LINE","Evaluate/contact","รับซื้อโทรศัพท์ Android มือสองในโคราช ตรวจ Google Account สภาพจอ และสเปกก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อโทรศัพท์-oppo-โคราช","src/content/services/รับซื้อโทรศัพท์-oppo-โคราช.md","Brand transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อโทรศัพท์ OPPO โคราช ประเมินผ่าน LINE","Evaluate/contact","รับซื้อโทรศัพท์ OPPO มือสองในโคราช ตรวจ OPPO Account สภาพจอ และกล้องก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อโทรศัพท์-samsung-โคราช","src/content/services/รับซื้อโทรศัพท์-samsung-โคราช.md","Brand transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อโทรศัพท์ Samsung โคราช ประเมินผ่าน LINE","Evaluate/contact","รับซื้อโทรศัพท์ Samsung Galaxy มือสองในโคราช ตรวจ Samsung Account สภาพจอ และ S Pen ก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อโทรศัพท์-vivo-โคราช","src/content/services/รับซื้อโทรศัพท์-vivo-โคราช.md","Brand transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อโทรศัพท์ vivo โคราช ประเมินผ่าน LINE","Evaluate/contact","รับซื้อโทรศัพท์ vivo มือสองในโคราช ตรวจ vivo Account สภาพจอ และกล้องก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อโทรศัพท์-xiaomi-redmi-poco-โคราช","src/content/services/รับซื้อโทรศัพท์-xiaomi-redmi-poco-โคราช.md","Brand transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อโทรศัพท์ Xiaomi Redmi POCO โคราช ประเมินผ่าน LINE","Evaluate/contact","รับซื้อ Xiaomi Redmi POCO มือสองในโคราช ตรวจ Mi Account สภาพจอ และสเปกก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อโทรศัพท์จอแตก-โคราช","src/content/services/รับซื้อโทรศัพท์จอแตก-โคราช.md","Condition transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อโทรศัพท์จอแตก โคราช","Evaluate/contact","รับซื้อมือถือจอแตกในโคราช iPhone Samsung ประเมินตามรุ่นและ touch ผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อโทรศัพท์มือถือ-โคราช","src/content/services/รับซื้อโทรศัพท์มือถือ-โคราช.md","Product transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อโทรศัพท์มือถือ โคราช ประเมินผ่าน LINE นัดรับตามสะดวก","Evaluate/contact","รับซื้อโทรศัพท์มือถือมือสองในโคราช ทุกยี่ห้อ iPhone Samsung Android ตรวจสภาพและล็อกบัญชีก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อโน๊ตบุ๊ค-โคราช","src/content/services/รับซื้อโน๊ตบุ๊ค-โคราช.md","Product transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อโน๊ตบุ๊ค โคราช ประเมินผ่าน LINE นัดรับตามสะดวก","Evaluate/contact","รับซื้อโน๊ตบุ๊คมือสองในโคราช Dell HP Lenovo ASUS Acer MacBook ตรวจสเปก จอ และแบตเตอรี่ก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อโน๊ตบุ๊คจอแตก-โคราช","src/content/services/รับซื้อโน๊ตบุ๊คจอแตก-โคราช.md","Condition transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อโน๊ตบุ๊คจอแตก โคราช","Evaluate/contact","WINNER IT รับซื้อโน๊ตบุ๊คจอแตกในโคราช ประเมินตามรุ่นและชิ้นส่วนที่เหลือ ผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อโน๊ตบุ๊คเกมมิ่ง-โคราช","src/content/services/รับซื้อโน๊ตบุ๊คเกมมิ่ง-โคราช.md","Product transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อโน๊ตบุ๊คเกมมิ่ง โคราช ประเมินผ่าน LINE","Evaluate/contact","รับซื้อโน๊ตบุ๊คเกมมิ่งมือสองในโคราช ASUS ROG MSI Lenovo Legion ตรวจการ์ดจอ สเปก และสภาพจอ เริ่มผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อโน๊ตบุ๊คเปิดไม่ติด-โคราช","src/content/services/รับซื้อโน๊ตบุ๊คเปิดไม่ติด-โคราช.md","Condition transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อโน๊ตบุ๊คเปิดไม่ติด โคราช","Evaluate/contact","รับซื้อโน๊ตบุ๊คเปิดไม่ติดในโคราช ประเมินเป็นซากหรือชิ้นส่วน ผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/รับซื้อโน๊ตบุ๊คเสีย-โคราช","src/content/services/รับซื้อโน๊ตบุ๊คเสีย-โคราช.md","Condition transactional","ผู้ขายสินค้าไอทีในโคราช","รับซื้อโน๊ตบุ๊คเสีย โคราช","Evaluate/contact","WINNER IT รับซื้อโน๊ตบุ๊คเสียในโคราช คีย์บอร์ดเสีย แบตเสื่อม พัดลมดัง ประเมินผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/วิธีขายสินค้า","src/content/services/วิธีขายสินค้า.md","Seller journey","ผู้ขายสินค้าไอทีในโคราช","วิธีขายสินค้าไอที","Evaluate/contact","วิธีขายสินค้าไอทีกับ WINNER IT ในโคราช ตั้งแต่ส่งรูป นัดหมาย ตรวจสินค้า จนถึงรับเงิน ผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/วิธีประเมินราคา","src/content/services/วิธีประเมินราคา.md","Seller journey","ผู้ขายสินค้าไอทีในโคราช","วิธีประเมินราคาสินค้าไอที","Evaluate/contact","WINNER IT อธิบายวิธีประเมินราคาสินค้าไอที ปัจจัยที่ส่งผลต่อราคา และข้อจำกัด ผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/ส่งสินค้าไอทีมาประเมิน","src/content/services/ส่งสินค้าไอทีมาประเมิน.md","Seller journey","ผู้ขายสินค้าไอทีในโคราช","ส่งสินค้าไอทีมาประเมิน","Evaluate/contact","WINNER IT รับส่งสินค้าไอทีมาประเมินในโคราช นัดส่งมอบหรือจัดส่งตามตกลง ผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
"/เกี่ยวกับเรา","src/pages/เกี่ยวกับเรา.astro","Trust/navigation","ผู้ขายสินค้าไอทีในโคราช","เกี่ยวกับ WINNER IT","Evaluate/contact","WINNER IT ดำเนินงานโดย บริษัท อำพล เทรดดิ้ง จำกัด ให้บริการรับซื้อสินค้าไอทีในจังหวัดนครราชสีมาผ่าน LINE @buyhub","yes","appropriate","Supports parent hub","Send details via LINE or call","5","Title, H1, opening and CTA align","Keep as is","No"
