"Source path","SHA-256","Category","Real/AI","Location risk","Privacy risk","Serial/plate/document risk","Exact duplicate count","Decision","Required edit","Disclosure","Evidence"
"docs/audits/screenshots/batch-5/after/blog-index-1024x768-after.png","4b2718637d7d56f1fb066a7b4d8e94b1f9a20f2e0203cad6a9229cb61f288969","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/blog-index-1440x900-after.png","7acbcb683d7696bf50b16ee9da250ed51ebf83445adf28f71b696534261c13e1","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/blog-index-1920x1080-after.png","0c02941c532270ef3c8c7a275d5764b904db5c6baa43fc47959de00ab88ea3a2","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/blog-index-360x800-after.png","56b749ec92b5dd416a0dd817e4ef5e9c5cb968f41914bccc7757efef21230554","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/blog-index-390x844-after.png","5a1d389f3b480ab9bbe9eafd81da092fb73d4bbc4b421c6248a6acc6d122f2d5","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/blog-index-430x932-after.png","57682dab7a87b066bdf2a2679893e1ff1d8078ccf43854fa3d744dcb03aa453e","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/blog-index-768x1024-after.png","1ff3090dcb7069202732351bcc901c0b8d1a6e46cf3919643363e978ac75ee79","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/computer-1024x768-after.png","f3040049b3efbbd54672f9c1e5e596832a39e691bd4c10a06bb538b468c87c20","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/computer-1440x900-after.png","185476f469ca70281aa5be82709c604dbc10019c0b9a07f2ac44771aee4948bb","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/computer-1920x1080-after.png","f7573cd040940f227bb38dd0527378568fd7a05b141cfdf05925c788909e195c","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/computer-360x800-after.png","d8ff46f1f28d218d6cb7a69fad9bd66c4eb26193bd508323d1336491fb388cb1","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/computer-390x844-after.png","c6d58ac23446e8bc88d1d3f222379778c0419be2f3763528a24c659511cc404a","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/computer-430x932-after.png","accfa7abc668965985f5104628df6a3a91db0c6ef8a125c857f2e24a4998d327","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/computer-768x1024-after.png","24e28179e11aed059b343b357aad84b99519d32b4d31060e504aa4c8d0060fc4","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/contact-1024x768-after.png","c13c3f49198f20f6d4e731ddfdbefd099042f31a2086894be66c4ca5e1bbb9d5","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/contact-1440x900-after.png","6b4bbf531f6b7a414bceae967ea1f573382fad290d78273da85632a288020577","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/contact-1920x1080-after.png","cc9eb3d6371e2da7fa48b2759fab5238060a1d77a08d4eb4065db54f848a54af","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/contact-360x800-after.png","f0689a152a68281a6e256d10c5949ceeb4b483669258cd2796689bc86074c422","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/contact-390x844-after.png","9660fbe1f427cd77bb9d5623238b53e2def1719fdec14640345a957f597c37da","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/contact-430x932-after.png","3c2a9a49cecc24f0295d89c090e79571efc87a34ed79b623f5ba52c8594de128","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/contact-768x1024-after.png","ccbbbe13e87e7be8e53a75f1db08f1f4befb6d39178e26ad94074bffad516915","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/gpu-1024x768-after.png","fc17e694eabc35f000dae0d2dc053f9523a812e1368bd181c2a4032e640b1a5f","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/gpu-1440x900-after.png","aff661c4973ce0325405ceb9c789d0c160d0914adaaa1c5fcff7a562c6f0d98a","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/gpu-1920x1080-after.png","34386decc69bd0576c8e82d526bbfe26f46e8400d00628d36e0dc01e17429433","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/gpu-360x800-after.png","9a2f31237b43962676358e673135bf8c5082c04507c812f8865b211542de8540","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/gpu-390x844-after.png","7bb5ad1ed8154fc6d24cecda57177c110a2cf910418786f43fa693db5015ca37","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/gpu-430x932-after.png","11652daf3616400a2456478047a153e4d5cdfe08ca49b9542d3e60b41380c0c6","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/gpu-768x1024-after.png","0df92fb959ee49c43b16dbdf68e8de446772a8db7c62c2c585532dc178012013","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/home-1024x768-after.png","6c845cb2754d9a507b09ddc176084e08caae7940dcf4f7eba5315a25fc492eca","QA/documentation","Screenshot","not detected","not detected","not detected","3","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/home-1440x900-after.png","e0a8d9a1fbd264d543ccd214504f40b9e57c13e92bdc3d3ccd8b0fac9aa6a4fa","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/home-1920x1080-after.png","1cc43b56a5f300039ced555a8876348dd9d7646d7bf4b2c8b701cca547e9ec5c","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/home-360x800-after.png","7c67870965f998442df654b90dfe9900d7b8419b4e82cf06864ec546c2495cf7","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/home-390x844-after.png","a0a319088365aa2bc855aa54a65d140c92d420ac054c7f31362f00241c00d3a7","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/home-430x932-after.png","8095510a3ebbe89e2b5b3fcf475518e2817fb1f39f6f7ad12c373ca5ba2357b4","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/home-768x1024-after.png","20eee53d996bc51a19a52e0d9bca62cd95b2f835a1c02e011e82602982532310","QA/documentation","Screenshot","not detected","not detected","not detected","3","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/iphone-1024x768-after.png","c9c73ea6eff7a7d5f4fa6a2d7c2a2f37885be7e2735d8f6f8857709d0e731715","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/iphone-1440x900-after.png","52f38b9eeadb30f694ac489557410a7781804c6326d28f1993acdb341d37f90a","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/iphone-1920x1080-after.png","c0e9ab4e9c714feab9ffeffd2c0be387a0bd2224f3714f1fb8bcb1a9bfd49e40","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/iphone-360x800-after.png","36b8fa4317a41095c2b1939e8f3b3299a613f25583f0350ad506526bd55cbbc8","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/iphone-390x844-after.png","9fd2c75d58ba5bdc117f4968b6688ea2035e630c72478103b23a2432647241ec","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/iphone-430x932-after.png","f5565a1d0796f1b3fb6461c9ee3797de5c40ba4b9fa02709f066fbf0cbb5a0d5","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/iphone-768x1024-after.png","b5ecb26861250c361c059b086082724676c99ae6dca4072ddda238486c1d87ca","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/local-khonkaen-1024x768-after.png","5af1bf475763a32cf8a0fb971ceb78c7c156f5d2a3c951bf633e8f38d8d4bb2d","QA/documentation","Screenshot","yes","not detected","not detected","2","Do not reuse","Do not migrate; use verified Korat evidence or generic service imagery","Not required unless composition materially changes reality","Location-sensitive Khon Kaen or local-page context can mislead on the Korat site"
"docs/audits/screenshots/batch-5/after/local-khonkaen-1440x900-after.png","7f29c2117fb6aa307a80dafcf7c4cc2720d9ec01b5c6282c25c3957c3bd0bc5a","QA/documentation","Screenshot","yes","not detected","not detected","2","Do not reuse","Do not migrate; use verified Korat evidence or generic service imagery","Not required unless composition materially changes reality","Location-sensitive Khon Kaen or local-page context can mislead on the Korat site"
"docs/audits/screenshots/batch-5/after/local-khonkaen-1920x1080-after.png","629e730ef02a8dc04d1337cfe2c785144a3e33d180d4e099256f7f681d42500d","QA/documentation","Screenshot","yes","not detected","not detected","2","Do not reuse","Do not migrate; use verified Korat evidence or generic service imagery","Not required unless composition materially changes reality","Location-sensitive Khon Kaen or local-page context can mislead on the Korat site"
"docs/audits/screenshots/batch-5/after/local-khonkaen-360x800-after.png","45849695ff38276c584260c3d96106e315c6b9289bb6c232bf4dea77811c03a3","QA/documentation","Screenshot","yes","not detected","not detected","2","Do not reuse","Do not migrate; use verified Korat evidence or generic service imagery","Not required unless composition materially changes reality","Location-sensitive Khon Kaen or local-page context can mislead on the Korat site"
"docs/audits/screenshots/batch-5/after/local-khonkaen-390x844-after.png","889f6b8b0020a48ba1d1bb682240f9866dd421f3580a01925b983992bd2322a4","QA/documentation","Screenshot","yes","not detected","not detected","2","Do not reuse","Do not migrate; use verified Korat evidence or generic service imagery","Not required unless composition materially changes reality","Location-sensitive Khon Kaen or local-page context can mislead on the Korat site"
"docs/audits/screenshots/batch-5/after/local-khonkaen-430x932-after.png","89edd5ee921d4228e6e1cdc3804273ce8a80d27c401fe65bf9a48ab727972c37","QA/documentation","Screenshot","yes","not detected","not detected","2","Do not reuse","Do not migrate; use verified Korat evidence or generic service imagery","Not required unless composition materially changes reality","Location-sensitive Khon Kaen or local-page context can mislead on the Korat site"
"docs/audits/screenshots/batch-5/after/local-khonkaen-768x1024-after.png","4901aa1e4d306823c03b4947e46db42850ecfeff823ca5d88ffca8fa2285c6f0","QA/documentation","Screenshot","yes","not detected","not detected","2","Do not reuse","Do not migrate; use verified Korat evidence or generic service imagery","Not required unless composition materially changes reality","Location-sensitive Khon Kaen or local-page context can mislead on the Korat site"
"docs/audits/screenshots/batch-5/after/macbook-1024x768-after.png","2b85b486f5d5cb28d042587766dae680685d305d4da5356e0d276381a722c156","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/macbook-1440x900-after.png","93c42b4e2d045e6644888ba3edac2cda1bcc91c44774b85c7f9a6a4db45ca51b","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/macbook-1920x1080-after.png","2ae2ea35f86e63d72f6c6c6599f88d118246a0a27a9737fa11319649b2cf372e","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/macbook-360x800-after.png","5a905928bf23ac758d693a22d703c8ad6bae269e8df20d3763438c0083ff3aa7","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/macbook-390x844-after.png","1b4c69fd6a1199819a7631a09b70cbac89c62122bf8e9dff092f9f5477ee5c62","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/macbook-430x932-after.png","5b1408d7d536b9ffe42d31cab1de0524d8f45a9d7465fd4157db77ffa790622c","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/macbook-768x1024-after.png","bd19f6d51e7cc213db21af8bc8251e1ae18ed2a9e3d7da64c1cdec4828e8b27c","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/notebook-1024x768-after.png","2a16182a2ebe491a8a2ca0633fc173816f28d6563bfb8f131d21075cec791588","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/notebook-1440x900-after.png","d0182bbf4e25a44746c3ea45217b8d985c02c2e815596cbec671ddabef19d136","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/notebook-1920x1080-after.png","764ea720dc78a8dc9a247e93e425bf70a93b995453f478da3640103e8c6aacfa","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/notebook-360x800-after.png","c1a96701f70fe3aee083dd70a3963b06bca724c69d5d5688a9971b4a5ca9ef6a","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/notebook-390x844-after.png","17aaaefb53501ce2865ac9533315047ecc62fe38651666c659c89e47d366052a","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/notebook-430x932-after.png","1e2a70577e2c6d48f52939c4ef7ef9abe5b3e0894b674206213466ef9ece3dd1","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/after/notebook-768x1024-after.png","9ca8591c47709f9612e9b3f9e402cd983ad0dc24e5a061f80fd76a34e6734837","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/404-1024x768-after.png","ae6c4db1bf0881187a56462908ebd001378871e79b00ea976995685d1aa6122d","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/404-1440x900-after.png","4c94fab26c3aab3d80a88f664269a4706aec5d859b644a60dcce035bd3e7d1c1","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/404-1920x1080-after.png","6886dbef47f0f9380af684ac5e873533120f6ee63115656461525bc5ddf68659","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/404-360x800-after.png","f0a33908b6e4a259544b86bbaa41488101d098e41886b1e4832a3e409e8153b4","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/404-390x844-after.png","c80ffef9f6e622c1535dbc01aca91bf0afcbc97603bd1288e8bef818abd07d95","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/404-430x932-after.png","4431b49f091add26f60c1f8d6b615decbdddccbe2cbdfee5e1c82f1f8adbd9e3","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/404-768x1024-after.png","24624c898e427c54258741d64be751476ed363924afb923dab50a24b6ecd79be","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/blog-article-1024x768-after.png","fc9b95741d1c1eb4bb12002076307c28cab32715a66245941404e1b0b741f62a","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/blog-article-1440x900-after.png","5aaeddb23e2fb17a9ab17fdccccfed168065459a97c8b5f74e99ffd83b9e9081","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/blog-article-1920x1080-after.png","a1a6ca441b5d67358223b9c8544eacfe62364f7bc9528a82ded8600fd54899fe","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/blog-article-360x800-after.png","1e0be2d7913cfffceb7c21146a87a3075cadf095ecf721717359a87513499411","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/blog-article-390x844-after.png","ed6f460756bc29547967038e51b097554e81b219f9ef1eba3fa342faaf4f83a0","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/blog-article-430x932-after.png","8243b186e2193b9baf2edfb8783623c6db5fdcdc414e833bc123d4e1781b8ced","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/blog-article-768x1024-after.png","bb9b9b4c24b7a0e2ad1976df2499119f731840edde42707c838903b6b27d31bc","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/blog-index-1024x768-after.png","0b996687a9c066fb2bb12d73d8ea217f7a77ac2400cf571549949785ba64f249","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/blog-index-1440x900-after.png","df52d00064351d79af1fb79b29801faf78c8f48aa1189091f6012461867d9181","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/blog-index-1920x1080-after.png","bf7eb4f200ec99b12d3895da41acd509c50091adb897fcfc8e88d74fef25bcb6","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/blog-index-360x800-after.png","c6d27afd3b7b643535ad037f9bb69cd0c85e87d155a8cdd3235517c9477f0c41","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/blog-index-390x844-after.png","137e6b9e26b25c50c0aa694b7c0153cc4b639efc7528c09d1338be427a69e5c9","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/blog-index-430x932-after.png","b1f8a7fee2c9596f46cdbdf0d8f4b9a518b58f621fafd2b69871828256aaeb66","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/blog-index-768x1024-after.png","d3182361d6984bc56e78ac7aa4672e2f3c899f91ba388b02318c28ef4838c5b7","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/computer-1024x768-after.png","997f3233ee40910f9e1e5b5e1bb61aeb60bb09b84b4904afc1e6ad260a9d0b3d","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/computer-1440x900-after.png","9095ea231836ec6816667a0d6af0ad3a2d15193c70bd16c26a3e27500062e5b0","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/computer-1920x1080-after.png","02676e4f413f3cff862338bd781ba8f7676fd9ce9efa6967cb89aaab4934da07","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/computer-360x800-after.png","aa2d74f02384306d27ebe184346a966025759951e22bddb815f6b9fd6b20d970","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/computer-390x844-after.png","267f35fbb3a8e5c7f56dadfe6d8965f35376336392aecb873fe7b5fbe6e0c188","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/computer-430x932-after.png","d5e23999d22fa0e40c037d5e3f4426af458a2f56836f07bad757cdebe9e68491","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
